Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lao PDR,LAO,97.0901589594237,96.8794147359907,96.7996854999957,96.7001238814444,96.5972840408888,96.4995703890882,96.4074776540479,96.3587079944481,96.3100646468846,96.2878402125598
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Latvia,LVA,81.0027615419392,82.4885561414333,80.8716062856705,81.2947940116034,81.4057788568521,80.2046789316421,80.2965733549047,82.0065892491948,81.4006990128592,81.5461853026247
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lebanon,LBN,31.8630388812557,32.433346833903,32.6529735788349,32.7358823011188,32.6837726906593,32.6170604865725,32.6309930916607,32.8278774232826,33.0466825040505,33.110060268074
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lesotho,LSO,80.8517981992857,80.3994877535004,79.9307542747574,79.4594623838889,78.9824456466909,79.4465223016589,79.833028595873,79.9553905578748,80.123869237796,79.8877665063826
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Liberia,LBR,89.9701855711117,90.3527300044182,90.8349405963591,91.4509535835183,92.2838865487149,92.8682918030966,93.5191721070938,94.0552846239582,94.8916558264977,95.0265184640831
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Libya,LBY,29.1462708127098,29.0936408664931,32.5417200063189,29.641320074652,31.2428980537404,33.1554877753298,33.303312761439,33.5059313764978,32.5090571148174,32.5570774711673
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lithuania,LTU,83.6407176014092,84.2980004660667,83.4713822462938,84.230447571894,82.7020782592634,82.9150098255314,83.9257152939246,84.389352227626,84.4617314545692,84.5384137516334
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Luxembourg,LUX,73.8148588888832,74.6925155878083,76.6513617976124,78.2075641437909,77.9801969364154,78.6589623224626,82.1797384913178,82.0258734057933,84.9529840207597,85.2520123935397
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Macao SAR, China",MAC,85.6265473615027,84.9199639279631,86.0480502857179,85.1287783738983,86.6203568309421,85.8605350295413,86.3180955081968,87.0278296481388,85.7428188748201,85.5875539735938
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Madagascar,MDG,95.5529309734629,95.7077668282732,95.8286924261321,95.9812809189589,95.1438079395518,94.2213309776858,93.1901313674093,93.3877616359141,93.5725004553216,93.626027150509
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Malawi,MWI,90.0505828418159,89.4038511111674,88.770912763615,88.153532042716,87.5558789396651,87.9632382036691,88.293648658627,88.7021216658509,89.0122130560393,88.7920531542999
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Malaysia,MYS,57.2435246108189,57.0659460648668,58.7007794267379,59.9534361730093,63.137142722329,64.6506870612217,65.0228017351083,65.5743034563812,65.6050910432745,65.7440987453263
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Maldives,MDV,56.5972711475503,56.7816467644257,57.0650359034046,57.2796489661806,57.4378858417535,57.5656223345505,54.9457121122499,52.4957102183687,51.2048207402359,51.1509613130359
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mali,MLI,73.8822457139572,73.820819550606,73.4615743550363,73.186204233345,73.0572230019208,73.0705872362241,75.4539851720736,75.6304303055334,75.8646252584052,75.8303987270101
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Malta,MLT,50.67992391216,51.3135926959236,53.129262463254,56.7251664320038,59.0761383967136,60.9475195154413,62.2676836909896,63.3745376374886,65.2864431610889,65.4144256942547
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mauritania,MRT,42.9641028457237,43.3206675611584,43.7179126381031,44.1460993066963,44.5601472561085,44.9961326995346,45.3938639309103,45.6471983257301,46.0161763989874,46.1353570852722
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mauritius,MUS,55.9976285669791,58.0909874898148,57.4741172129198,57.9303261380171,60.3169628804175,60.4342447980581,62.2345743478633,61.3134313916647,62.3133692560741,62.6132658280113
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mexico,MEX,53.9213090693341,53.8831260488834,54.4811081585033,55.61631623796,55.9246308613758,54.8166608772916,55.3534933292589,55.5840814815843,55.2577282658274,55.482056053695
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Moldova,MDA,84.6022938151872,85.3363980953007,85.5171835431864,86.8202889593839,86.0220317966168,85.6464845172668,87.2942301716378,87.0286504266577,85.8041736993224,85.1959794817861
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mongolia,MNG,82.8925809564003,81.6579303070424,81.1761844845999,82.4819418047337,81.1317079894348,80.7752195561235,79.9782747281673,79.5934368182019,79.8753713614124,79.8585384324465
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Montenegro,MNE,74.3694844443331,75.102279333406,76.0571737777806,75.5940087054439,76.1949099251373,76.7093852996811,77.297970052217,75.1700386175279,74.7851383678412,74.9922581457536
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Morocco,MAR,33.9116621066789,33.8366655580453,33.8228872333662,33.1019390139331,33.1273810726853,32.4500696241232,31.801866819263,31.1414436207287,30.5126847943623,30.462532060712
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Mozambique,MOZ,101.736542518646,101.067086176829,100.369746991766,99.6421671935371,98.8830137183363,98.0895096510141,97.2636693086204,97.4284487563334,97.6306403630444,97.4009168307379
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Myanmar,MMR,65.3005237734037,65.0377666422224,64.8753672857901,64.7095512391558,64.5477802413204,64.4039970177082,64.2774670853333,62.9685814988512,61.7172798811306,61.7187208625197
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Namibia,NAM,83.2717387463313,84.1150931770669,84.899210462449,85.6582753581872,90.5046280010228,88.895932294027,86.7403468137057,84.7069852102752,84.9548492904788,85.304074024198
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nepal,NPL,90.7846602236814,91.3164619474114,92.058564052285,92.8439061375777,93.6374871363523,94.3893524583284,95.0880172041857,95.882344169079,96.6002644512519,96.7423237442309
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Netherlands,NLD,81.6428856284195,81.6710854730954,82.5933032062548,82.8914828770925,82.8865919575209,82.1513309783665,83.0500954776544,83.4277609519235,83.9182748963165,84.1850837679361
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,New Caledonia,NCL,85.5580889603767,85.4412561553287,85.3188349641884,85.0466977144423,84.9265984404093,84.807836040628,84.6710171320842,84.5727952608884,84.510026930114,84.3695228304805
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,New Zealand,NZL,82.6545248436669,82.5873744991983,83.0690250589495,83.8654356413483,84.4234192610591,84.7592590802944,84.764279141873,85.2276031119807,85.3149542911982,85.3445514419669
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nicaragua,NIC,56.453701547594,56.738803361036,57.0459763757087,57.3722282730988,57.7151724204999,58.0683070266337,58.8530004127579,59.5869515735763,60.2844325709258,60.5739353151936
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Niger,NER,74.4067639994154,74.3659301138829,74.2549794557802,74.2513987111778,74.230539910044,74.2501751053257,74.2724633121232,74.316183491871,74.4208397720057,74.39584882939
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Nigeria,NGA,80.2607806040432,81.1017518796188,81.9889456860819,82.9106547982407,83.860248413785,84.0144338242694,84.1809701609106,84.0690690604687,84.2497064797068,84.5331851998241
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,North Macedonia,MKD,61.9770563539052,62.3422742740214,64.2146527917585,63.8283353989885,65.9763287098188,64.6117384241001,64.3762293739314,62.5348860603666,63.0879473248951,63.2754600290289
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Norway,NOR,89.0287255601968,88.7033502120816,89.6125552197988,89.2647052645102,89.9600997406138,90.1185353921203,89.6324421576518,89.7638080022028,90.1688602169286,90.351423847429
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Oman,OMN,32.7629849700155,32.8816114835545,33.0618676740684,33.2807359895901,33.5760966624843,33.9326241620847,34.3277977031237,34.9315447914878,35.0983616200667,34.8997681780256
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Pakistan,PAK,25.8537733655669,27.1526893874593,27.7022605577682,27.861722140853,28.0414042436723,28.6525480953983,29.4706880931177,29.3005868685751,29.1119932940516,29.3407799384198
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Panama,PAN,58.6459159858832,58.8622076842899,57.3238617960856,59.5843022010375,61.2730286707795,61.9785983568896,64.042332338942,64.3200598266659,65.1423771111714,65.2449454054484
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Papua New Guinea,PNG,95.4504408533564,95.6143324651338,95.5236897027122,95.6635776366668,95.7518811433718,96.4335236591484,96.9292158292629,96.9270959928004,96.9229534619378,96.593196642682
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Paraguay,PRY,65.8028605433801,64.3360514825133,66.999492394307,71.6906661993035,70.3391473541065,67.6537096328313,67.4953258275889,67.0008330655914,67.2488607432117,67.6526541268672
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Peru,PER,81.6236991597094,83.4954092134092,82.854390241978,82.705945451841,82.6708809307289,82.0620986791388,80.8175933985531,82.1438015927077,82.3944796455476,82.5764045355816
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Philippines,PHL,63.2975091777713,63.8429527298399,64.3088398720625,64.2019628386676,64.5070446409644,65.0653168920794,64.5692683344542,64.0960749723922,61.4559807959284,61.7235595159946
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Poland,POL,74.3369470188455,75.1151490803211,75.0189962816745,75.3332990744684,75.1865100976348,75.3690719884239,75.2823290947288,74.9159457169365,74.638587947915,74.6501841019888
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Portugal,PRT,82.4449124760433,83.4581912497016,81.7336881545424,82.7461383187934,83.3482141493535,83.4957800443825,83.8133511785347,83.4257228203716,83.7720333267414,83.8892517709609
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Puerto Rico,PRI,64.6008029236444,64.6417281312255,64.6542821635909,64.6926899357519,64.7563988563574,64.8432849569265,64.940516118629,64.6763501668137,62.8544780781145,62.8998291525698
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Qatar,QAT,51.5321624376451,53.3830949159249,55.635919627556,57.5229511266341,59.2480640729166,60.7429989732754,62.0038042221456,61.755885635103,61.3764903058145,61.0828896060288
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Romania,ROU,73.658767175632,72.0427983550812,73.523128212125,72.7913301929285,72.4077713050058,72.1723496250661,70.3697948907467,70.0835157827841,71.2669024969401,71.0082642859435
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Russian Federation,RUS,80.3384762195945,79.5024222298486,79.5850113690479,79.4042307922469,78.799176368182,78.5114512390859,78.0208035439823,78.0335843379929,77.9489531989444,77.8816228198601
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Rwanda,RWA,98.8803017587388,98.9956290793029,99.1340318749778,99.2957502872715,99.4731754109232,99.6562829968911,99.9726647366671,100.287181911576,100.615564081195,100.719137910903
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Samoa,WSM,60.2217015433222,60.1986736442767,60.7483927596679,60.6818484807388,60.3376179690432,60.3498547724704,60.4000403088521,61.1014103214639,61.2708428279878,61.2960824884814
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sao Tome and Principe,STP,54.2499813068899,54.2678542262586,54.518665122079,54.7341854082728,54.9912928300805,55.3288855069087,55.7259845548454,56.1716956275456,56.7118971759689,56.7277947601203
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Saudi Arabia,SAU,23.2621347397338,24.4929222209324,25.968112257946,26.418526422081,25.883749222379,26.2765393749462,27.8937269882726,29.2850703234007,29.4819841833543,29.5036868088437
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Senegal,SEN,51.9203330890344,53.0471884773839,54.1957314196074,55.4028880626365,56.6646491375797,57.9866039254127,59.3815031752706,59.5716757147589,59.904776437438,60.0856915025166
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Serbia,SRB,73.0899583078318,72.1844404380768,71.5066775116976,71.5569013892522,72.2078006565321,72.8478635981453,72.8788036108069,74.2707692062058,75.1540347695748,75.2563204004238
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sierra Leone,SLE,97.8228564483854,97.7635594077591,97.6877728685199,97.631202384657,97.6044908435217,97.6123222040033,97.1997665950746,98.0483180726418,98.8149712213904,98.7612872723185
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Singapore,SGP,72.2553498778833,73.9024457297286,74.9482951388896,75.7629171565835,76.3079810615208,77.4922425234185,78.6438678942701,79.0971840319043,79.2507563172936,79.301220705121
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Slovak Republic,SVK,73.8238848612101,74.8912979945844,73.9143218885678,74.3950421129483,75.1364532536694,75.0896097516748,76.7000060207779,77.4058354961653,78.0601648465931,78.1945102568632
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Slovenia,SVN,81.637787633944,81.2071586983583,81.8693633636578,82.6874467748377,81.8991111526387,82.8269876876148,82.7939547516805,84.7997794933952,84.9128749754496,85.1078435226762
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Solomon Islands,SLB,77.9401814957481,77.8952037435387,77.8035116227438,77.7990081437258,77.8057996212739,77.816286808207,77.8054222996909,77.7864899362385,77.7600662597909,77.732521779027
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Somalia,SOM,23.1250653384244,23.4427979782054,23.5984519234608,23.9482152037843,24.4078183394698,24.855965501762,25.2353304947471,25.463682300334,25.6546263790589,25.7213176008997
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,South Africa,ZAF,74.4439264271464,73.9880589808127,75.5339431740298,75.2780300115234,76.7209150478138,76.8477461871266,77.2220571362791,77.0285763256383,78.0666076690348,77.9961650811889
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,South Sudan,SSD,92.6173336286178,93.1709923221276,93.4864088889202,93.9106879770832,94.4234881576147,94.978460699362,95.5519272128529,95.9311328284817,96.3155232731116,96.5529814125051
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Spain,ESP,75.1213072138275,76.5789589124448,78.1824209341869,79.5782653301762,80.3343503529789,80.6190888225606,80.8540504426966,81.4292315193873,81.2409945032408,81.5195956068155
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sri Lanka,LKA,47.7900313193497,45.5449546757907,45.5350209129202,43.3040606494141,46.7827158128303,46.1029409235167,46.6613757140247,47.3974657810373,48.2443072288331,48.3012360317168
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Lucia,LCA,77.7458055556798,77.5572609622809,78.3724499431634,78.4455848856477,78.6510016427272,78.6364738742671,79.08469781739,79.2330620484002,79.7160121513349,79.9662654157485
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,St. Vincent and the Grenadines,VCT,70.6139214661754,70.3906548369028,70.4563905091482,70.8186104830696,71.2271671717299,71.4860406150824,71.6750797351548,71.9825865636563,72.0752017766924,72.3393232028175
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sudan,SDN,31.3735177865613,31.6060612984382,31.9990065700171,32.4823867317089,32.9344919593848,33.4132734172356,33.9431164216492,34.4387811024706,34.9575814090446,34.9006934816373
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Suriname,SUR,59.6256527179432,60.6154653920066,61.7024235874923,62.1666945691169,62.6606667094861,62.6153886166288,61.9828397325645,60.7948917874143,60.6614612849041,61.0801414385783
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sweden,SWE,88.1420663962006,87.3930480300338,88.2194011839363,88.7633274475226,88.9917481548458,89.295640836173,90.0650381305468,90.0633528265108,90.1576342175402,90.3463005544322
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Switzerland,CHE,81.9378190471699,80.6360012394634,81.1875247856156,81.9135034445454,82.6725367835525,83.6703858287573,84.0619760733549,84.4921825027144,84.2260401074696,84.5044950878421
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Syrian Arab Republic,SYR,17.9401120939482,18.0996721473615,17.8495510936094,17.5814966203501,17.3440169000167,17.1262871931132,16.9112482483422,17.0869529438241,17.3143589816652,17.0675463964408
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tajikistan,TJK,52.418812487253,51.7288540384039,50.9055169399014,50.0725410510863,49.2698648409639,48.5789344865539,48.0069920473358,47.4184486739085,46.8618186482539,46.5280577829314
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tanzania,TZA,95.075864878783,94.38101658607,93.6305686958098,92.8069708530434,91.8937062592333,90.8752280994657,90.9780199242697,91.075580758175,91.1911023270336,91.0466084647816
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Thailand,THA,79.5872958189345,79.7633942114845,81.4551320635513,80.5756394592197,78.6336707137715,78.2535009391122,78.3901949414705,78.2818956108209,78.1986913164944,78.0851966762633
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Timor-Leste,TLS,46.8668178107517,47.1314101399354,47.1958320353144,47.3098071492998,47.4431909276029,47.5638716008277,47.6621588067817,47.7292550601328,47.7708685580255,47.5886334275677
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Togo,TGO,96.9299762657276,95.9464874144834,94.9234270901437,95.0016335216571,95.1082676480067,95.3100431193447,95.5657604414206,95.8383646167926,96.1519147532598,95.8850746030351
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tonga,TON,60.2967514446934,60.3645717407632,60.4891772016774,60.5675052382683,60.5233327045325,60.6149359890847,60.7334198994501,60.8712581669644,60.9955614405897,61.0348265423647
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Trinidad and Tobago,TTO,68.2155466085452,69.0077226710361,68.9405494810337,70.5516687294258,70.8990817980719,71.1440321857404,69.1587867639009,71.1560339954875,70.3907568631642,70.6534426963068
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tunisia,TUN,35.3533900229528,35.1093749520891,34.7758051287428,35.5959471616997,35.8106282115589,35.5317743944981,35.2156176358352,34.8556954510992,34.5749836698859,34.4580845135375
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Turkey,TUR,36.8717362059431,38.8176525268172,40.1630761521149,41.3620736698797,42.7603419544826,42.451084197176,43.8939016553212,45.0472531452934,46.1819915222885,46.2007081846294
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Turkmenistan,TKM,68.9562007952704,68.8012661415777,68.6168459767568,68.4253612737242,68.2240868219536,68.0231304232915,67.8605241513308,67.7327839274394,67.6253734762413,67.4964864886748
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uganda,UGA,86.386116187731,86.6483387793169,86.9189493501176,87.1928769304039,87.5415080309519,87.9760067525616,88.4717880488497,88.9049874102622,89.3981663488218,89.539440782366
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Ukraine,UKR,77.1687530488775,76.8852031442595,75.7686631259624,74.3009596701224,75.3312844609676,74.5908942187894,74.7994175170248,74.5541826946547,74.495302433486,74.335539797144
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United Arab Emirates,ARE,45.4186101081752,46.5708356221437,47.8412476307722,49.040686676265,50.1565292526642,51.1885358815187,52.1549998795698,53.3280852842714,54.8058098333658,54.7821527006609
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United Kingdom,GBR,80.5174609869954,80.8847985663085,81.2991465347372,81.4461126593119,82.0883917468644,82.6720777609412,82.9354068200884,83.2766095739754,84.1252986789938,84.2643535457422
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,United States,USA,82.1544625176118,82.2255899356402,82.0778250819328,81.7606365698505,81.5932542043449,81.860094186211,81.5892927817696,81.6703401696804,82.2243639330499,82.1743264868454
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uruguay,URY,72.1742091648972,72.097355324169,72.8662016115449,73.3936713123347,72.4887271310808,73.8499932245353,74.1615636502095,75.2698402039159,75.4553360668494,75.6186204691385
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uzbekistan,UZB,69.8289019340689,69.7141917159864,69.5784417654519,69.40868223161,69.2288639316671,69.0551800969435,68.8903198451767,68.7488724233769,68.6323617874906,68.5098254733363
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Vanuatu,VUT,77.0868831832336,77.0152705907931,77.067025072079,77.148641042587,77.2393211907177,77.3032213478991,77.3224310148426,77.3324247958619,77.3062796289796,77.2480646486357
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Venezuela, RB",VEN,64.3319385879108,63.8214680372483,64.5976872528111,64.6664023497869,64.9308786424073,64.6978981565715,64.2729832778092,62.8050109719021,61.7062572544741,61.9138400415386
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Vietnam,VNM,88.555662169937,87.6596612763899,87.5306217769687,88.2221688720679,88.3671316523,88.5591206760826,87.8698084279005,88.1589762093446,88.0515423734796,88.0946312440936
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Virgin Islands (U.S.),VIR,84.9139966299553,85.3226993470258,85.5081722737712,85.015223674607,85.3380195447956,85.7234554759238,86.0910332062531,86.5158079833276,87.1349818649444,87.343742895294
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,West Bank and Gaza,PSE,23.5425143293699,22.2871723520082,24.4144349523889,25.4292982603701,25.1660747116971,27.3569892826728,26.6915222727276,27.0538612074635,26.8261657513793,27.0561272754747
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,"Yemen, Rep.",YEM,15.6669870211067,14.6067418845428,12.9266009601838,11.4433697714641,10.1409771172122,8.99852118404143,8.86984350874145,8.7403196320152,8.67880789576109,8.44937156887335
